rank,object_id,score,score_norm,n_obs
8938,ZTF18aavxdrz,0.365023,16.77,18
8939,ZTF19accmvvy,0.296724,16.77,14
8940,ZTF26aabdhlu,0.364493,16.73,19
8941,ZTF26aaijdek,0.813258,16.73,101
8942,ZTF25abuczlw,0.458706,16.73,25
8943,ZTF21aaaovyi,0.296556,16.72,14
8944,ZTF23aavffkq,0.263923,16.71,11
8945,ZTF22aaohdyp,0.480001,16.70,37
8946,ZTF22abxbewi,0.363921,16.69,24
8947,ZTF20aahgirj,0.586473,16.69,55
8948,ZTF19abymvqm,0.296540,16.67,16
8949,ZTF20aaxndzx,0.888979,16.67,115
8950,ZTF20aaviiie,1.305856,16.67,226
8951,ZTF19aapfyob,6.714583,16.67,891
8952,ZTF21abbwwue,0.457555,16.65,26
8953,ZTF21abvgprv,0.363492,16.65,20
8954,ZTF20abcujso,0.262944,16.64,10
8955,ZTF19acxoxfc,0.296348,16.63,16
8956,ZTF20acjrpia,0.678995,16.63,62
8957,ZTF20acuixxp,0.363315,16.61,23
8958,ZTF19acfsqjx,0.479855,16.60,43
8959,ZTF26aalssct,0.456941,16.58,27
8960,ZTF22aaekemt,0.295935,16.58,14
8961,ZTF24abvherf,0.262166,16.58,11
8962,ZTF19aaogtqk,0.362973,16.57,23
8963,ZTF19aceuacu,0.585206,16.54,47
8964,ZTF20aavynge,0.295655,16.54,17
8965,ZTF23aagcvyi,0.362274,16.53,18
8966,ZTF20aabqivn,0.455406,16.51,26
8967,ZTF19abzizfw,0.478465,16.51,34
8968,ZTF23abohjok,0.259892,16.51,10
8969,ZTF19abljinr,0.361983,16.49,19
8970,ZTF23aaxorzr,0.295606,16.49,17
8971,ZTF21abvrqla,0.361286,16.45,23
8972,ZTF26aarwwmi,0.259707,16.45,11
8973,ZTF26aamgdae,0.295093,16.45,17
8974,ZTF22aaysxte,0.452967,16.44,32
8975,ZTF23aagdltf,2.049803,16.44,305
8976,ZTF20acmbffa,0.478156,16.42,36
8977,ZTF23abglsmj,0.360901,16.41,20
8978,ZTF19aavyafo,0.295015,16.40,17
8979,ZTF19acoaoty,0.676172,16.39,77
8980,ZTF23aaexfuy,0.579532,16.39,52
8981,ZTF25aaqptcc,0.259355,16.38,11
8982,ZTF19abnxglw,0.452702,16.37,29
8983,ZTF24abynrxq,0.360287,16.37,20
8984,ZTF21abspqma,0.294973,16.35,17
8985,ZTF23aadmkxw,0.805516,16.33,82
8986,ZTF20aarvtqd,0.360280,16.33,23
8987,ZTF25aaeinjm,0.478001,16.33,33
8988,ZTF25abpwdad,0.258853,16.31,11
8989,ZTF21abfqiav,0.294421,16.31,14
8990,ZTF24aaywyyx,0.452677,16.30,30
8991,ZTF20acjqbxq,0.359855,16.29,23
8992,ZTF26aabblen,0.293310,16.26,17
8993,ZTF22abjgpvt,0.359578,16.25,23
8994,ZTF21abbuuno,0.258568,16.25,12
8995,ZTF20aandwrl,0.577709,16.24,53
8996,ZTF20abzjobr,0.475847,16.23,39
8997,ZTF18abvfecb,0.451805,16.23,29
8998,ZTF20aaiqqer,0.293293,16.22,17
8999,ZTF19abfqmjg,2.551540,16.22,706
9000,ZTF22aazapbw,0.359565,16.21,20
9001,ZTF21aaanxmm,0.258143,16.18,13
9002,ZTF21aartlys,0.292317,16.17,14
9003,ZTF23aamxgnf,0.358442,16.17,20
9004,ZTF20aauwuui,0.450462,16.16,30
9005,ZTF25aaxbmmx,0.675934,16.16,69
9006,ZTF21abrhhty,0.474607,16.14,41
9007,ZTF22abipthl,0.357938,16.13,18
9008,ZTF21abecsao,0.292293,16.12,14
9009,ZTF23aajhucy,0.257967,16.11,13
9010,ZTF23abhshad,0.449901,16.09,25
9011,ZTF21aaxsuik,0.569450,16.09,57
9012,ZTF23abfpwbx,0.357820,16.09,22
9013,ZTF20aafuwsl,0.290587,16.08,16
9014,ZTF20absgrwf,0.474502,16.05,33
9015,ZTF24abunutj,0.257272,16.05,10
9016,ZTF23abmgkeh,0.356972,16.05,20
9017,ZTF21aasjqhm,0.288854,16.03,17
9018,ZTF25abejrue,0.449103,16.02,27
9019,ZTF22aaexegz,0.356906,16.00,23
9020,ZTF23abipvbr,0.288324,15.99,17
9021,ZTF20aampugt,0.257025,15.98,12
9022,ZTF22aaomcpn,0.880244,15.97,114
9023,ZTF26aawjywa,0.356203,15.96,23
9024,ZTF20acwfgiy,0.471466,15.96,35
9025,ZTF23aanyydk,0.446521,15.95,30
9026,ZTF20aafwbcs,0.288076,15.94,16
9027,ZTF19acigqdd,0.567274,15.94,49
9028,ZTF25aaxegmh,0.783731,15.94,82
9029,ZTF21aatabgn,0.672625,15.93,62
9030,ZTF20acveyal,0.356096,15.92,19
9031,ZTF24abheziq,0.256844,15.92,12
9032,ZTF25abragjm,0.287907,15.90,17
9033,ZTF19abinjcy,1.090391,15.89,140
9034,ZTF20abzqphp,0.356005,15.88,21
9035,ZTF22aaputwp,0.445580,15.88,27
9036,ZTF21aapxqkv,0.467918,15.86,43
9037,ZTF18aaqogig,0.287406,15.85,15
9038,ZTF22aauxkqi,0.255981,15.85,13
9039,ZTF26aakdjwv,0.355505,15.84,18
9040,ZTF21abcahhq,0.441892,15.81,25
9041,ZTF20abnqfli,0.286743,15.80,16
9042,ZTF21abebqtu,0.355347,15.80,23
9043,ZTF20ablhdvr,0.548431,15.79,54
9044,ZTF18aasywuv,0.255780,15.78,10
9045,ZTF25abaaxps,0.467332,15.77,43
9046,ZTF24aaujhhf,0.355262,15.76,18
9047,ZTF26aaeibla,0.286539,15.76,17
9048,ZTF18adjqcfc,0.439452,15.74,25
9049,ZTF22aarbswn,1.446926,15.73,425
9050,ZTF20aanskdl,0.354755,15.72,23
9051,ZTF20achpsiy,0.254001,15.72,11
9052,ZTF19adcfzyu,0.286479,15.71,14
9053,ZTF20aajcbhr,0.670108,15.69,71
9054,ZTF23aaelpmd,0.354450,15.68,24
9055,ZTF25aagjlxr,0.465785,15.68,33
9056,ZTF22aadndra,0.439313,15.67,26
9057,ZTF20abfeykh,0.286215,15.67,16
9058,ZTF20aavpvaw,0.253243,15.65,10
9059,ZTF19abdyfxf,0.354407,15.64,20
9060,ZTF24aaerxqv,0.543871,15.64,45
9061,ZTF24abzskap,0.285845,15.62,16
9062,ZTF22abfvjxv,0.353320,15.60,19
9063,ZTF20aaurxdd,0.437178,15.60,26
9064,ZTF25abvaxbs,0.461885,15.58,42
9065,ZTF21abwjmsj,0.252086,15.58,10
9066,ZTF22abgbbrd,0.285646,15.57,14
9067,ZTF25ablyfqn,0.351295,15.56,21
9068,ZTF19aacznwv,1.252439,15.56,242
9069,ZTF21aarhgkq,0.766546,15.54,83
9070,ZTF22aaiddqu,0.284730,15.53,16
9071,ZTF21abtzcef,0.436817,15.53,29
9072,ZTF20aciudwb,0.351161,15.52,21
9073,ZTF20aazqtwk,0.250464,15.52,12
9074,ZTF18acwzavm,3.915930,15.49,462
9075,ZTF23aajduhx,0.461241,15.49,33
9076,ZTF20abjblfw,0.542105,15.49,48
9077,ZTF20acpyndh,0.284691,15.48,14
9078,ZTF24aarqqhy,0.350962,15.48,19
9079,ZTF20abascfx,0.659595,15.46,60
9080,ZTF20aauwtdx,0.436370,15.46,27
9081,ZTF25acgcluq,0.249795,15.45,10
9082,ZTF23abhvqfn,0.350778,15.44,22
9083,ZTF22aamhyof,0.284501,15.44,14
9084,ZTF25abxrizp,0.460321,15.40,39
9085,ZTF21aawkspf,0.350623,15.40,19
9086,ZTF19acazqmz,0.284323,15.39,15
9087,ZTF19abixauz,0.249269,15.38,12
9088,ZTF21abicxfn,0.435169,15.38,27
9089,ZTF18abjgzxw,5.852693,15.38,1082
9090,ZTF25abwjhuu,0.350366,15.36,22
9091,ZTF21aalkkan,0.284058,15.35,14
9092,ZTF24aayrqqk,0.539709,15.34,56
9093,ZTF20aclczrv,0.247881,15.32,12
9094,ZTF23aamzkrr,0.349938,15.32,23
9095,ZTF18aacedbw,0.434990,15.31,28
9096,ZTF21abflgxt,0.457347,15.31,35
9097,ZTF20acmmsqp,0.283607,15.30,16
9098,ZTF20acloiji,0.848318,15.28,105
9099,ZTF20aauscag,0.349756,15.28,18
9100,ZTF24aalacml,0.283482,15.25,16
9101,ZTF24abggpti,0.247135,15.25,12
9102,ZTF26aaabyts,0.433315,15.24,26
9103,ZTF22abipvng,0.349495,15.24,20
9104,ZTF20abmecfo,0.655293,15.22,60
9105,ZTF24aawsibi,0.456451,15.21,33
9106,ZTF25abwpuzu,0.283349,15.21,16
9107,ZTF23ablvrqg,0.345702,15.19,24
9108,ZTF24aamjkav,0.539114,15.19,48
9109,ZTF19abyzzqf,0.245819,15.19,11
9110,ZTF20acinaeq,0.432845,15.17,28
9111,ZTF19abwqrgd,0.283320,15.16,15
9112,ZTF20acpicjz,0.344906,15.15,19
9113,ZTF20aaiwclb,0.753830,15.14,93
9114,ZTF22abizxbs,0.451147,15.12,34
9115,ZTF24aalcfbz,0.245092,15.12,13
9116,ZTF25abzptem,0.283292,15.12,16
9117,ZTF26aaadqoy,0.344191,15.11,18
9118,ZTF26aahjzfk,0.432650,15.10,31
9119,ZTF22abaxqpi,0.344146,15.07,22
9120,ZTF21abismqa,0.282059,15.07,16
9121,ZTF23aabbszx,1.987450,15.07,329
9122,ZTF24aaidaen,0.244863,15.05,10
9123,ZTF22aadksjo,0.538276,15.04,46
9124,ZTF20acpuqvx,0.343524,15.03,22
9125,ZTF25acgmjny,0.432476,15.03,27
9126,ZTF19aaynoup,0.450169,15.03,38
9127,ZTF23abihxfd,0.281202,15.03,16
9128,ZTF19abahiwr,0.343359,14.99,18
9129,ZTF22aaftnrt,0.651992,14.99,65
9130,ZTF22abfunou,0.244458,14.99,11
9131,ZTF23abjrqec,0.280961,14.98,14
9132,ZTF19aawvklc,0.431611,14.96,29
9133,ZTF20abpyrpf,0.975933,14.95,157
9134,ZTF19adbttri,0.341920,14.95,18
9135,ZTF23aamsjpi,0.449938,14.94,38
9136,ZTF21abditvc,0.280901,14.93,16
9137,ZTF19acbhveu,0.242667,14.92,12
9138,ZTF21aaabvzf,0.341277,14.91,20
9139,ZTF21aapjkul,0.430448,14.89,25
9140,ZTF25aaunfiw,0.280810,14.89,17
9141,ZTF22abfwbcc,0.534869,14.89,49
9142,ZTF22ablbnsg,0.340904,14.87,18
9143,ZTF19acbolha,2.423311,14.86,741
9144,ZTF21aayfmbv,0.242575,14.85,11
9145,ZTF21abcgxit,0.449582,14.84,41
9146,ZTF23aaprtqz,0.280158,14.84,16
9147,ZTF25abxrifp,0.340141,14.83,21
9148,ZTF25aavwspa,0.426621,14.82,25
9149,ZTF25abmrqri,0.280014,14.80,14
9150,ZTF22abgnpbg,0.339960,14.79,21
9151,ZTF18aakjlck,0.240504,14.79,12
9152,ZTF21abgekle,0.633768,14.75,70
9153,ZTF19abzqbgp,0.279544,14.75,14
9154,ZTF20abbelzu,0.448178,14.75,36
9155,ZTF20abhwgfu,0.424421,14.75,25
9156,ZTF26aahkwxt,0.339510,14.75,23
9157,ZTF20abiserv,0.745967,14.74,97
9158,ZTF25abdxhyc,0.533438,14.74,44
9159,ZTF20actkuxm,0.239049,14.72,11
9160,ZTF22aaabqko,0.339355,14.71,21
9161,ZTF20abmcoeu,0.279216,14.70,14
9162,ZTF23aajfizp,0.424026,14.68,31
9163,ZTF23abjbgkz,0.339182,14.67,20
9164,ZTF20abkkvij,0.278416,14.66,17
9165,ZTF23aaqhpfq,0.448147,14.66,42
9166,ZTF25acbendr,0.238063,14.66,11
9167,ZTF20abbauvp,0.338573,14.63,23
9168,ZTF26aaaqekd,0.277941,14.61,17
9169,ZTF20acgmvsn,0.423275,14.61,25
9170,ZTF19aasfyxy,1.285855,14.61,401
9171,ZTF22aaokuhj,0.237625,14.59,11
9172,ZTF23abjffdz,0.338246,14.59,23
9173,ZTF22abgdjwt,0.528523,14.59,50
9174,ZTF20aauxgsi,0.794964,14.58,113
9175,ZTF23abfwupu,0.277269,14.57,14
9176,ZTF24abteama,0.447743,14.56,34
9177,ZTF25abigtov,0.337319,14.55,21
9178,ZTF22aaltgpj,0.423086,14.54,28
9179,ZTF22abnxjnn,0.237339,14.52,12
9180,ZTF24aaleiew,0.277089,14.52,14
9181,ZTF19abowcic,0.620408,14.52,69
9182,ZTF24abdiqwz,0.337045,14.51,24
9183,ZTF19aaxrfvd,0.276802,14.48,14
9184,ZTF21aapvvtb,0.447218,14.47,35
9185,ZTF22aajhtvl,0.421977,14.47,27
9186,ZTF24aajcloo,0.336845,14.47,24
9187,ZTF23abhsfbs,0.237206,14.46,13
9188,ZTF21acffxne,1.173447,14.44,210
9189,ZTF26aakiunc,0.527843,14.44,44
9190,ZTF19acbjmlh,0.276472,14.43,15
9191,ZTF21acizbmv,0.336708,14.42,21
9192,ZTF19achajnc,0.419648,14.40,32
9193,ZTF20abgwwnq,0.236600,14.39,13
9194,ZTF21abavzkn,0.336684,14.38,21
9195,ZTF20acgmflv,0.276245,14.38,17
9196,ZTF20abjblbo,0.443793,14.38,40
9197,ZTF25abjouqv,0.335836,14.34,19
9198,ZTF21aauaemd,0.737212,14.34,85
9199,ZTF23aaeldtx,0.276240,14.34,14
9200,ZTF20aavrnak,0.419040,14.33,27
9201,ZTF23aafanhn,0.236090,14.32,10
9202,ZTF25abmhsuy,0.335660,14.30,18
9203,ZTF21abwoblr,0.275151,14.29,15
9204,ZTF20abjdakv,0.442627,14.29,39
9205,ZTF23aagwgjw,0.525509,14.29,49
9206,ZTF21ackpanz,0.620190,14.29,61
9207,ZTF18acaphhx,6.500057,14.29,926
9208,ZTF19aalayue,7.284256,14.29,1468
9209,ZTF22aadikzz,0.333218,14.26,21
9210,ZTF26aaadiny,0.235696,14.26,13
9211,ZTF21aarjdmm,0.416196,14.26,28
9212,ZTF19aaxjtcc,0.274981,14.25,17
9213,ZTF26aavetxj,0.332926,14.22,23
9214,ZTF21abuwmgy,0.274683,14.20,17
9215,ZTF20abmkukf,0.442530,14.19,41
9216,ZTF24aawivma,0.235072,14.19,10
9217,ZTF18admkuup,0.415761,14.18,30
9218,ZTF22aaklftp,0.332464,14.18,19
9219,ZTF21abizhud,0.274417,14.15,15
9220,ZTF22aadqjzz,0.332321,14.14,22
9221,ZTF20abermbe,0.520828,14.14,56
9222,ZTF19aajdwev,0.234904,14.12,10
9223,ZTF21abownod,0.414646,14.11,25
9224,ZTF26aavjuuc,0.274236,14.11,16
9225,ZTF25acemmyw,0.331514,14.10,20
9226,ZTF25aaqqlys,0.441945,14.10,37
9227,ZTF19aacjhta,3.261657,14.08,534
9228,ZTF25aapsolr,0.273535,14.06,14
9229,ZTF24abektxk,0.330911,14.06,19
9230,ZTF22abobtsc,0.233364,14.06,12
9231,ZTF20abjbdzc,0.598853,14.05,70
9232,ZTF20abyhxcm,0.413193,14.04,31
9233,ZTF22abfzebn,0.330692,14.02,22
9234,ZTF23aakeuwf,0.848697,14.02,144
9235,ZTF22aakpzai,0.273423,14.02,14
9236,ZTF24aaxvbmg,0.436679,14.01,33
9237,ZTF21aasbajb,0.233201,13.99,11
9238,ZTF22aanuapl,0.518731,13.98,54
9239,ZTF21abdfsfc,0.329820,13.98,18
9240,ZTF20acgprcg,0.412490,13.97,30
9241,ZTF21aarjejv,0.272863,13.97,16
9242,ZTF23aaepmlm,0.731238,13.94,96
9243,ZTF20acquffv,0.329086,13.94,22
9244,ZTF23aazlujs,0.272283,13.93,16
9245,ZTF20achalpi,0.232468,13.93,12
9246,ZTF23abhzznc,0.432882,13.91,33
9247,ZTF20aamdqiz,0.409269,13.90,26
9248,ZTF22abcgmne,0.328442,13.90,24
9249,ZTF18aarwxum,0.784013,13.89,131
9250,ZTF21abctrmb,0.271987,13.88,17
9251,ZTF20aagzcno,0.231990,13.86,11
9252,ZTF25abwkbmm,0.327527,13.86,20
9253,ZTF19acqypso,0.511854,13.83,50
9254,ZTF24abcrdha,0.271831,13.83,15
9255,ZTF22abfvism,0.408637,13.83,27
9256,ZTF23aazwdiy,0.430932,13.82,34
9257,ZTF26aaicyfr,0.593460,13.82,69
9258,ZTF20aclzygx,0.327145,13.82,21
9259,ZTF23aboewmj,0.231396,13.79,11
9260,ZTF21aahnqnn,0.270928,13.79,17
9261,ZTF23abhprla,0.326831,13.78,20
9262,ZTF25abkepib,0.407747,13.76,27
9263,ZTF21aarhcjk,0.270193,13.74,16
9264,ZTF20acjbpny,0.326539,13.74,20
9265,ZTF22abqaeac,0.429782,13.73,39
9266,ZTF20acuipou,0.230340,13.73,13
9267,ZTF20aafyhff,1.866130,13.70,278
9268,ZTF20acgyvis,0.270052,13.70,15
9269,ZTF22acaadln,0.326107,13.70,19
9270,ZTF22aayieud,0.406725,13.69,26
9271,ZTF20aalraxs,0.509188,13.68,56
9272,ZTF24aasaple,0.229064,13.66,12
9273,ZTF25abikagm,0.325737,13.65,22
9274,ZTF20acjzipj,0.268921,13.65,14
9275,ZTF19acslugw,0.428067,13.64,33
9276,ZTF21aavbrwr,0.406275,13.62,32
9277,ZTF25aaiyyvv,0.325225,13.61,18
9278,ZTF23abianmz,0.268843,13.61,14
9279,ZTF24ablrlix,0.227377,13.59,11
9280,ZTF22aaexedk,0.592652,13.58,64
9281,ZTF25aayxbts,0.324452,13.57,18
9282,ZTF24aahzlcx,0.268429,13.56,15
9283,ZTF20acmbhgy,0.405789,13.55,26
9284,ZTF21ablwhcy,0.720609,13.55,83
9285,ZTF20abftyow,0.428009,13.54,35
9286,ZTF25abgcxsz,0.505259,13.53,50
9287,ZTF22abfuvvu,0.324235,13.53,18
9288,ZTF23aafsnqj,0.226272,13.53,11
9289,ZTF21aabgpbe,0.267629,13.51,15
9290,ZTF19aapdxwy,2.396459,13.51,646
9291,ZTF23abhboif,0.324054,13.49,18
9292,ZTF19aauldjh,1.216490,13.48,376
9293,ZTF22aatscvi,0.404099,13.48,29
9294,ZTF24ablnexm,0.267426,13.47,15
9295,ZTF21aaynlnw,0.225966,13.46,11
9296,ZTF22aafcqzh,0.323399,13.45,22
9297,ZTF22abfznga,0.425537,13.45,43
9298,ZTF25abvzaiu,0.267313,13.42,14
9299,ZTF25achctne,0.322426,13.41,24
9300,ZTF25aatyqbi,0.404030,13.41,32
9301,ZTF25aaxkysp,0.225908,13.40,11
9302,ZTF21abuvqoi,0.496205,13.38,46
9303,ZTF21abiawgh,0.267176,13.38,16
9304,ZTF20accfjsf,0.322395,13.37,20
9305,ZTF22abluqwo,0.425323,13.36,36
9306,ZTF19abyxpgt,0.588505,13.35,69
9307,ZTF22aajxbkq,0.403786,13.34,28
9308,ZTF19aatikgp,1.118603,13.33,247
9309,ZTF20abzaaqo,0.321842,13.33,23
9310,ZTF24ablozwz,0.266904,13.33,15
9311,ZTF21abprwje,0.224611,13.33,13
9312,ZTF21abbsenc,0.321823,13.29,21
9313,ZTF22aaliaoy,0.266389,13.28,17
9314,ZTF24aayheno,0.402807,13.27,27
9315,ZTF21aarsnpw,0.421896,13.27,43
9316,ZTF20aanvlnk,0.223787,13.26,11
9317,ZTF24abdolll,0.321666,13.25,18
9318,ZTF21aaacwom,0.266306,13.24,15
9319,ZTF20abqjcsx,0.490938,13.23,52
9320,ZTF24aajwczy,0.321456,13.21,18
9321,ZTF25acknkcs,0.400409,13.20,25
9322,ZTF20acaisct,0.223430,13.20,10
9323,ZTF25aagfhmz,0.762439,13.19,137
9324,ZTF23aafguyu,0.265766,13.19,17
9325,ZTF22aaoztzy,0.420110,13.17,37
9326,ZTF22abnfgms,0.320684,13.17,21
9327,ZTF22aakpvds,0.718516,13.15,79
9328,ZTF20acbqtpg,0.264846,13.15,16
9329,ZTF25aagbfnc,0.223179,13.13,11
9330,ZTF20abefdbs,0.320629,13.13,20
9331,ZTF20abuzzgm,0.400171,13.13,25
9332,ZTF20aazsvww,0.586695,13.11,59
9333,ZTF24aaifqft,0.263815,13.10,14
9334,ZTF21abwpkmy,0.319434,13.09,21
9335,ZTF19adaivcf,0.831465,13.08,177
9336,ZTF19abiaqjv,0.488204,13.08,46
9337,ZTF25abnsqbi,0.419581,13.08,40
9338,ZTF19abrivnf,0.223178,13.06,12
9339,ZTF19acnxsle,0.399537,13.06,32
9340,ZTF24aanawwh,0.263743,13.06,14
9341,ZTF21aapeiov,0.319077,13.05,20
9342,ZTF19acefvav,0.262952,13.01,14
9343,ZTF22aahbdtg,0.318581,13.01,23
9344,ZTF23aajevts,0.223080,13.00,12
9345,ZTF20abyxtkf,0.416945,12.99,37
9346,ZTF24aalqdew,0.399376,12.99,27
9347,ZTF25abxqnqr,0.317735,12.97,20
9348,ZTF20aanhenj,0.262245,12.96,17
9349,ZTF19aarixve,0.477239,12.93,47
9350,ZTF25acgqdqy,0.222536,12.93,13
9351,ZTF22abiqeri,0.317658,12.93,21
9352,ZTF20abhdhzc,0.261686,12.92,14
9353,ZTF22aaklesy,0.397762,12.91,28
9354,ZTF25ababadc,0.416348,12.89,39
9355,ZTF20aavhywt,0.316703,12.88,24
9356,ZTF20abfhxej,0.582246,12.88,63
9357,ZTF21abeyymy,0.260571,12.87,17
9358,ZTF21abdphvg,0.222375,12.86,13
9359,ZTF25aauacdq,0.316307,12.84,21
9360,ZTF21aaygefv,0.393705,12.84,30
9361,ZTF25aavlfmy,0.260556,12.83,14
9362,ZTF22abfzajc,0.316084,12.80,18
9363,ZTF19abpftbj,0.414979,12.80,34
9364,ZTF21abfuynz,0.222354,12.80,13
9365,ZTF23abfqtpt,0.473824,12.78,50
9366,ZTF20abjrpwp,0.259908,12.78,15
9367,ZTF25abjscra,0.390066,12.77,26
9368,ZTF20ackxrbh,0.315629,12.76,20
9369,ZTF21abkyhcg,0.717544,12.75,89
9370,ZTF22abmqlre,0.259542,12.73,15
9371,ZTF18aaqrmuk,0.222257,12.73,11
9372,ZTF25aclcgrj,0.315621,12.72,21
9373,ZTF22aancekz,0.414639,12.71,42
9374,ZTF20acbkavh,0.388843,12.70,26
9375,ZTF25aawanhm,0.259474,12.69,15
9376,ZTF20achnfau,0.315582,12.68,18
9377,ZTF19abkhsda,3.118748,12.68,481
9378,ZTF25abmzfoq,0.220853,12.67,13
9379,ZTF21abhtlrj,0.563993,12.65,64
9380,ZTF20acqvfyp,0.256217,12.64,16
9381,ZTF19acgjjpl,0.315393,12.64,20
9382,ZTF19acystyr,0.386220,12.63,26
9383,ZTF20aavsjuv,0.470103,12.63,49
9384,ZTF26aavbyvd,0.414113,12.62,40
9385,ZTF24abepzjt,0.315351,12.60,19
9386,ZTF19abrnwbe,0.220486,12.60,11
9387,ZTF26aaabsyc,0.256027,12.60,17
9388,ZTF21aarounv,0.385819,12.56,31
9389,ZTF22aasrabo,0.314543,12.56,20
9390,ZTF26aabdixk,0.255898,12.55,17
9391,ZTF21aafncuz,0.220405,12.53,10
9392,ZTF21abzcoog,0.413420,12.52,35
9393,ZTF18aapbhra,0.314338,12.52,18
9394,ZTF25abirmsp,0.254635,12.51,16
9395,ZTF19abkerko,0.715498,12.50,120
9396,ZTF20abgqobw,0.385710,12.49,27
9397,ZTF21aarhcpt,0.466040,12.48,55
9398,ZTF26aajybds,0.314194,12.48,22
9399,ZTF24aarajyp,0.218711,12.47,12
9400,ZTF19abanhsd,0.254457,12.46,14
9401,ZTF19acanuyb,0.313480,12.44,22
9402,ZTF20acxiyyp,0.412504,12.43,34
9403,ZTF20abramlz,0.384926,12.42,25
9404,ZTF20abfsdlh,0.253806,12.41,15
9405,ZTF25aaqyako,0.554654,12.41,61
9406,ZTF21abcounq,0.218214,12.40,10
9407,ZTF25abtlvqt,0.312313,12.40,18
9408,ZTF23abkyroe,0.253235,12.37,16
9409,ZTF19aaskiho,1.187975,12.36,371
9410,ZTF19aawviut,0.312239,12.36,19
9411,ZTF23aamsetv,0.716440,12.35,78
9412,ZTF19abfwkof,0.383826,12.35,30
9413,ZTF25abqeapa,0.412309,12.34,36
9414,ZTF19abfpupe,0.217835,12.33,12
9415,ZTF22aadnwlu,0.464755,12.33,50
9416,ZTF22aanlaas,1.818710,12.33,281
9417,ZTF22abmxmru,0.253232,12.32,16
9418,ZTF22aaovwfb,0.311979,12.32,20
9419,ZTF20abmsryv,0.381216,12.28,30
9420,ZTF20abtaeux,0.311712,12.28,23
9421,ZTF18aawreaa,0.253156,12.28,17
9422,ZTF25aanrpwq,0.217567,12.27,12
9423,ZTF26aaszhyd,0.410864,12.24,39
9424,ZTF22absxcbi,0.311545,12.24,19
9425,ZTF24aambzji,0.253096,12.23,15
9426,ZTF19acmykew,0.944293,12.22,194
9427,ZTF24aaxpgwg,0.380978,12.21,25
9428,ZTF21abcpbgy,0.217266,12.20,10
9429,ZTF25abjqnln,0.311041,12.20,19
9430,ZTF25acabqbt,0.252297,12.19,16
9431,ZTF24aarqqug,0.462083,12.18,47
9432,ZTF22aazbpgn,0.539882,12.18,74
9433,ZTF19aditabo,2.275216,12.16,729
9434,ZTF21aaafaem,0.310119,12.16,19
9435,ZTF24abowukl,0.409139,12.15,36
9436,ZTF22abqhlic,0.781574,12.15,171
9437,ZTF20aajcfsq,0.252119,12.14,15
9438,ZTF22abiiwzd,0.380770,12.14,28
9439,ZTF21aagriaz,0.216487,12.14,13
9440,ZTF22ablepod,0.309407,12.12,21
9441,ZTF19aawfely,0.251837,12.09,15
9442,ZTF22abljrjf,0.309269,12.07,20
9443,ZTF22aalbebu,0.215931,12.07,13
9444,ZTF24aapphpg,0.379715,12.07,32
9445,ZTF20aavzmox,0.408860,12.06,41
9446,ZTF21aariepz,0.251613,12.05,16
9447,ZTF19acysxka,0.309239,12.03,21
9448,ZTF25aapyqsq,0.461663,12.03,46
9449,ZTF20aankywm,0.215716,12.00,11
9450,ZTF21aagsfjy,0.251589,12.00,16
9451,ZTF20abbvlpv,0.378795,12.00,30
9452,ZTF21abycrml,0.308499,11.99,19
9453,ZTF26aauvgkp,0.408300,11.97,36
9454,ZTF22abtlhwt,0.251537,11.96,17
9455,ZTF21abwptxm,0.308261,11.95,18
9456,ZTF20ababfpj,0.684538,11.95,80
9457,ZTF20abwyyce,0.514099,11.94,64
9458,ZTF20acuoves,0.215091,11.94,12
9459,ZTF23aboaorc,0.378602,11.93,25
9460,ZTF22abibxzt,0.307266,11.91,23
9461,ZTF21aapflmi,0.250810,11.91,14
9462,ZTF20aameaku,5.078475,11.90,915
9463,ZTF25aarnqam,0.443846,11.88,47
9464,ZTF21abfafjm,0.407323,11.87,42
9465,ZTF24aaowblc,0.306681,11.87,18
9466,ZTF18aawhyvl,0.213850,11.87,13
9467,ZTF20acixdcw,0.249899,11.86,15
9468,ZTF20aagwsdp,0.378069,11.86,31
9469,ZTF20abyxzih,0.306556,11.83,18
9470,ZTF20abrnpud,0.249631,11.82,17
9471,ZTF20aamoeyv,0.713081,11.81,114
9472,ZTF25acgtcrz,0.213138,11.80,11
9473,ZTF22aapmdpc,0.306285,11.79,23
9474,ZTF24abhkirn,0.377984,11.79,29
9475,ZTF26aatlqmb,0.407271,11.78,33
9476,ZTF25abyxdnh,0.249490,11.77,15
9477,ZTF21aaxsuuk,0.306121,11.75,18
9478,ZTF21ackoidk,0.211760,11.74,13
9479,ZTF19abtyfcc,0.436767,11.73,50
9480,ZTF23abonmcm,0.248548,11.73,16
9481,ZTF24acadbcv,0.373835,11.71,28
9482,ZTF25abixmgq,0.305530,11.71,20
9483,ZTF24aapfhxo,0.501434,11.71,69
9484,ZTF19abdcbwl,0.405449,11.69,39
9485,ZTF20acoygag,0.248163,11.68,17
9486,ZTF25abtahou,0.211609,11.67,10
9487,ZTF21aayrnqt,0.305422,11.67,19
9488,ZTF23aaeqiyd,0.373207,11.64,25
9489,ZTF22abgagrt,0.248058,11.64,15
9490,ZTF24abnfaaw,0.304499,11.63,19
9491,ZTF22aayjqlo,0.211485,11.60,13
